step,time,x,y,z,vx,vy,vz,roll,pitch,yaw,yaw_rate,desired_vx_body,desired_vy_body,desired_yaw_rate,desired_altitude,goal_distance,motor_m1,motor_m2,motor_m3,motor_m4
24.0,2.816,-1.2,-0.9,0.014983108567896617,0.0,0.0,7.578964099266503e-06,0.0,0.0,0.0,-2.0764795970577914e-17,0.0,0.0,0.0,1.0,3.15757157898385,61.79020601225609,61.79020601225609,61.79020601225609,61.79020601225609
25.0,2.848,-1.2,-0.9,0.014983362849725505,0.0,0.0,7.94630715275721e-06,0.0,0.0,0.0,-1.2570795717661288e-17,0.0,0.0,0.0,1.0,3.157571499659641,61.9478042946666,61.9478042946666,61.9478042946666,61.9478042946666
26.0,2.88,-1.2,-0.9,0.014983628894833371,0.0,0.0,8.313909620808167e-06,0.0,0.0,0.0,-5.0806676734422146e-17,0.0,0.0,0.0,1.0,3.1575714166658515,62.105402415579974,62.105402415579974,62.105402415579974,62.105402415579974
27.0,2.912,-1.2,-0.9,0.014983906709861073,0.0,0.0,8.681719615671697e-06,0.0,0.0,0.0,-6.40570410242122e-19,0.0,0.0,0.0,1.0,3.1575713300004113,62.26300037330617,62.26300037330617,62.26300037330617,62.26300037330617
28.0,2.944,-1.2,-0.9,0.014984196300121157,0.0,0.0,9.049695627637638e-06,0.0,0.0,0.0,1.1090142724606549e-17,0.0,0.0,0.0,1.0,3.1575712396616673,62.420598166115475,62.420598166115475,62.420598166115475,62.420598166115475
29.0,2.976,-1.2,-0.9,0.014984497669863565,0.0,0.0,9.41780445024974e-06,0.0,0.0,0.0,-3.786899864138983e-17,0.0,0.0,0.0,1.0,3.1575711456482956,62.578195792246774,62.578195792246774,62.578195792246774,62.578195792246774
30.0,3.008,-1.2,-0.9,0.014984810822488164,0.0,0.0,9.786019518711635e-06,0.0,0.0,0.0,1.0278611550140281e-17,0.0,0.0,0.0,1.0,3.1575710479592396,62.73579324991358,62.73579324991358,62.73579324991358,62.73579324991358
31.0,3.04,-1.2,-0.9,0.01498513576071478,0.0,0.0,1.0154319581739168e-05,0.0,0.0,0.0,6.472464107908921e-17,0.0,0.0,0.0,1.0,3.157570946593653,62.89339053730927,62.89339053730927,62.89339053730927,62.89339053730927
32.0,3.072,-1.2,-0.9,0.014985472486719222,0.0,0.0,1.0522687638825433e-05,0.0,0.0,0.0,-8.232139093154189e-17,0.0,0.0,0.0,1.0,3.1575708415508608,63.050987652611084,63.050987652611084,63.050987652611084,63.050987652611084
33.0,3.104,-1.2,-0.9,0.014985821002242097,0.0,0.0,1.0891110089846803e-05,0.0,0.0,0.0,-3.262729315317749e-17,0.0,0.0,0.0,1.0,3.1575707328303237,63.20858459398323,63.20858459398323,63.20858459398323,63.20858459398323
34.0,3.136,-1.2,-0.9,0.014986181308675852,0.0,0.0,1.1259576054834474e-05,0.0,0.0,0.0,1.8368463481725902e-17,0.0,0.0,0.0,1.0,3.1575706204316103,63.36618135957968,63.36618135957968,63.36618135957968,63.36618135957968
35.0,3.168,-1.2,-0.9,0.014986553407134421,0.0,0.0,1.1628076830301298e-05,0.0,0.0,0.0,-2.1898940583963615e-17,0.0,0.0,0.0,1.0,3.157570504354377,63.523777947546094,63.523777947546094,63.523777947546094,63.523777947546094
36.0,3.2,-1.2,-0.9,0.01498693729850893,0.0,0.0,1.1996605453392501e-05,0.0,0.0,0.0,-2.594349741152234e-17,0.0,0.0,0.0,1.0,3.15757038459835,63.68137435602145,63.68137435602145,63.68137435602145,63.68137435602145
37.0,3.232,-1.2,-0.9,0.014987332983512257,0.0,0.0,1.2365156353965214e-05,0.0,0.0,0.0,-3.1164095035726136e-17,0.0,0.0,0.0,1.0,3.1575702611633103,63.83897058313956,63.83897058313956,63.83897058313956,63.83897058313956
38.0,3.2640000000000002,-1.2,-0.9,0.014987740462714694,0.0,0.0,1.2733725076165345e-05,0.0,0.0,0.0,-2.4498390735327693e-17,0.0,0.0,0.0,1.0,3.1575701340490836,63.99656662702991,63.99656662702991,63.99656662702991,63.99656662702991
39.0,3.2960000000000003,-1.2,-0.9,0.014988159736572467,0.0,0.0,1.3102308055407205e-05,0.0,0.0,0.0,2.7351637226489473e-17,0.0,0.0,0.0,1.0,3.1575700032555325,64.15416248581857,64.15416248581857,64.15416248581857,64.15416248581857
40.0,3.3280000000000003,-1.2,-0.9,0.014988590805450544,0.0,0.0,1.3470902439913819e-05,0.0,0.0,0.0,4.225975801451539e-17,0.0,0.0,0.0,1.0,3.1575698687825473,64.31175815762899,64.31175815762899,64.31175815762899,64.31175815762899
41.0,3.36,-1.2,-0.9,0.014989033669640892,0.0,0.0,1.3839505948361377e-05,0.0,0.0,0.0,-3.4465655796887363e-17,0.0,0.0,0.0,1.0,3.157569730630041,64.4693536405824,64.4693536405824,64.4693536405824,64.4693536405824
42.0,3.392,-1.2,-0.9,0.014989488329377078,0.0,0.0,1.4208116755820207e-05,0.0,0.0,0.0,-7.969470417477002e-18,0.0,0.0,0.0,1.0,3.1575695887979447,64.6269489327983,64.6269489327983,64.6269489327983,64.6269489327983
43.0,3.424,-1.2,-0.9,0.014989954784845954,0.0,0.0,1.4576733402358447e-05,0.0,0.0,0.0,-3.6757776380849064e-18,0.0,0.0,0.0,1.0,3.157569443286206,64.78454403239479,64.78454403239479,64.78454403239479,64.78454403239479
44.0,3.456,-1.2,-0.9,0.014990433036196996,0.0,0.0,1.4945354720073329e-05,0.0,0.0,0.0,-4.6147962098530534e-17,0.0,0.0,0.0,1.0,3.157569294094782,64.94213893748892,64.94213893748892,64.94213893748892,64.94213893748892
45.0,3.488,-1.2,-0.9,0.014990923083549783,0.0,0.0,1.5313979774599418e-05,0.0,0.0,0.0,8.923686267698295e-18,0.0,0.0,0.0,1.0,3.1575691412236404,65.09973364619674,65.09973364619674,65.09973364619674,65.09973364619674
46.0,3.52,-1.2,-0.9,0.014991424926999975,0.0,0.0,1.5682607818487737e-05,0.0,0.0,0.0,1.5562978121163847e-17,0.0,0.0,0.0,1.0,3.1575689846727566,65.25732815663369,65.25732815663369,65.25732815663369,65.25732815663369
47.0,3.552,-1.2,-0.9,0.0149919385666241,0.0,0.0,1.605123825390921e-05,0.0,0.0,0.0,-9.581027757805092e-20,0.0,0.0,0.0,1.0,3.1575688244421114,65.41492246691463,65.41492246691463,65.41492246691463,65.41492246691463
48.0,3.584,-1.2,-0.9,0.014992464002483375,0.0,0.0,1.6419870602351204e-05,0.0,0.0,0.0,-2.4842750978991088e-18,0.0,0.0,0.0,1.0,3.1575686605316915,65.5725165751539,65.5725165751539,65.5725165751539,65.5725165751539
49.0,3.616,-1.2,-0.9,0.014993001234626777,0.0,0.0,1.6788504481307195e-05,0.0,0.0,0.0,3.4170432394712366e-19,0.0,0.0,0.0,1.0,3.1575684929414862,65.73011047946552,65.73011047946552,65.73011047946552,65.73011047946552
50.0,3.648,-1.2,-0.9,0.014993550263093482,0.0,0.0,1.715713958454428e-05,0.0,0.0,0.0,6.493929920469495e-22,0.0,0.0,0.0,1.0,3.157568321671489,65.88770417796326,65.88770417796326,65.88770417796326,65.88770417796326
51.0,3.68,-1.2,-0.9,0.014994111087914834,0.0,0.0,1.7525775667249604e-05,0.0,0.0,0.0,1.3557474646489544e-18,0.0,0.0,0.0,1.0,3.157568146721696,66.04529766876055,66.04529766876055,66.04529766876055,66.04529766876055
52.0,3.712,-1.2,-0.9,0.014994683709115907,0.0,0.0,1.789441253350784e-05,0.0,0.0,0.0,8.19390645386517e-18,0.0,0.0,0.0,1.0,3.157567968092105,66.20289094997074,66.20289094997074,66.20289094997074,66.20289094997074
53.0,3.744,-1.2,-0.9,0.014995268126716756,0.0,0.0,1.8263050026543354e-05,0.0,0.0,0.0,2.908950684802453e-18,0.0,0.0,0.0,1.0,3.157567785782715,66.360484019707,66.360484019707,66.360484019707,66.360484019707
54.0,3.7760000000000002,-1.2,-0.9,0.01499586434073343,0.0,0.0,1.8631688021076582e-05,0.0,0.0,0.0,2.9601161292019764e-18,0.0,0.0,0.0,1.0,3.1575675997935275,66.51807687608236,66.51807687608236,66.51807687608236,66.51807687608236
55.0,3.8080000000000003,-1.2,-0.9,0.014996472351178765,0.0,0.0,1.9000326416710404e-05,0.0,0.0,0.0,7.111037366714896e-19,0.0,0.0,0.0,1.0,3.1575674101245443,66.67566951720973,66.67566951720973,66.67566951720973,66.67566951720973
56.0,3.84,-1.2,-0.9,0.014997092158063028,0.0,0.0,1.9368965133214127e-05,0.0,0.0,0.0,-1.3555339077869534e-18,0.0,0.0,0.0,1.0,3.1575672167757682,66.83326194120201,66.83326194120201,66.83326194120201,66.83326194120201
57.0,3.872,-1.2,-0.9,0.015125813218067306,0.0,0.0,0.0040225331251336725,0.0,0.0,0.0,-1.3555339077869534e-18,0.0,0.0,0.0,1.0,3.157527064617083,66.96953877968707,66.96953877968707,66.96953877968707,66.96953877968707
58.0,3.904,-1.2,-0.9,0.0157362153583916,0.0,0.0,0.019075066885134148,0.0,0.0,0.0,-1.3555339077869536e-18,0.0,0.0,0.0,1.0,3.1573367254312648,67.04565429502648,67.04565429502648,67.04565429502648,67.04565429502648
59.0,3.936,-1.2,-0.9,0.017187918203995907,0.0,0.0,0.04536571392513458,0.0,0.0,0.0,-1.3555339077869538e-18,0.0,0.0,0.0,1.0,3.156884474941108,67.05693396445781,67.05693396445781,67.05693396445781,67.05693396445781
60.0,3.968,-1.2,-0.9,0.01984658117760023,0.0,0.0,0.08308321792513508,0.0,0.0,0.0,-1.3555339077869538e-18,0.0,0.0,0.0,1.0,3.1560577821752944,66.99858436173335,66.99858436173335,66.99858436173335,66.99858436173335
61.0,4.0,-1.2,-0.9,0.024083903499684575,0.0,0.0,0.1324163225651356,0.0,0.0,0.0,-1.355533907786954e-18,0.0,0.0,0.0,1.0,3.1547443996952294,66.86569219075254,66.86569219075254,66.86569219075254,66.86569219075254
62.0,4.032,-1.2,-0.9,0.030277624188488936,0.0,0.0,0.1935537715251361,0.0,0.0,0.0,-1.3555339077869546e-18,0.0,0.0,0.0,1.0,3.1528338817878625,66.65322331919435,66.65322331919435,66.65322331919435,66.65322331919435
63.0,4.064,-1.2,-0.9,0.038811522060013315,0.0,0.0,0.26668430848513663,0.0,0.0,0.0,-1.3555339077869563e-18,0.0,0.0,0.0,1.0,3.150219562209051,66.27846323697418,66.27846323697418,66.27846323697418,66.27846323697418
64.0,4.096,-1.2,-0.9,0.050075415728017714,0.0,0.0,0.35199667712513716,0.0,0.0,0.0,-1.3555339077869598e-18,0.0,0.0,0.0,1.0,3.1468010289505592,65.73926245709416,65.73926245709416,65.73926245709416,65.73926245709416
65.0,4.128,-1.2,-0.9,0.06446516360402213,0.0,0.0,0.4496796211251376,0.0,0.0,0.0,-1.3555339077869671e-18,0.0,0.0,0.0,1.0,3.1424871408027193,65.10695025833408,65.10695025833408,65.10695025833408,65.10695025833408
66.0,4.16,-1.2,-0.9,0.08238266389730657,0.0,0.0,0.5599218841651383,0.0,0.0,0.0,-1.3555339077869607e-18,0.0,0.0,0.0,1.0,3.137199639091558,64.37656394020124,64.37656394020124,64.37656394020124,64.37656394020124
67.0,4.192,-1.2,-0.9,0.10383490400620939,0.0,0.0,0.6703825034032124,0.0,0.0,0.0,-1.3555339077869634e-18,0.0,0.0,0.0,1.0,3.130992155735552,63.60973844292183,63.60973844292183,63.60973844292183,63.60973844292183
68.0,4.224,-1.2,-0.9,0.12850028842414124,0.0,0.0,0.7707932630603698,0.0,0.0,0.0,-1.3555339077869914e-18,0.0,0.0,0.0,1.0,3.124021726441224,62.86103080045673,62.86103080045673,62.86103080045673,62.86103080045673
69.0,4.256,-1.2,-0.9,0.15606853816666533,0.0,0.0,0.861507804453877,0.0,0.0,0.0,-1.3555339077869912e-18,0.0,0.0,0.0,1.0,3.1164435358710016,62.131775596063974,62.131775596063974,62.131775596063974,62.131775596063974
70.0,4.288,-1.2,-0.9,0.18624096749206595,0.0,0.0,0.9428884164187686,0.0,0.0,0.0,-1.3555339077869496e-18,0.0,0.0,0.0,1.0,3.108408557926105,61.42314824298549,61.42314824298549,61.42314824298549,61.42314824298549
71.0,4.32,-1.2,-0.9,0.21873067814687996,0.0,0.0,1.015303457962937,0.0,0.0,0.0,-1.355533907786924e-18,0.0,0.0,0.0,1.0,3.100061572496397,60.73617592871652,60.73617592871652,60.73617592871652,60.73617592871652
72.0,4.352,-1.2,-0.9,0.2532626808338177,0.0,0.0,1.0791250839668032,0.0,0.0,0.0,-1.355533907786901e-18,0.0,0.0,0.0,1.0,3.091539523253018,60.071747771827816,60.071747771827816,60.071747771827816,60.071747771827816
73.0,4.384,-1.2,-0.9,0.28957395276072595,0.0,0.0,1.1347272477158818,0.0,0.0,0.0,-1.3555339077868047e-18,0.0,0.0,0.0,1.0,3.082970186134796,59.43062423381332,59.43062423381332,59.43062423381332,59.43062423381332
74.0,4.416,-1.2,-0.9,0.32741343932809636,0.0,0.0,1.1824839552303241,0.0,0.0,0.0,-1.3555339077867065e-18,0.0,0.0,0.0,1.0,3.07447112225769,58.813445830567424,58.813445830567424,58.813445830567424,58.813445830567424
75.0,4.448,-1.2,-0.9,0.3665420072532788,0.0,0.0,1.22276774766195,0.0,0.0,0.0,-1.3555339077866992e-18,0.0,0.0,0.0,1.0,3.066148892107933,58.22074118915745,58.22074118915745,58.22074118915745,58.22074118915745
76.0,4.48,-1.2,-0.9,0.40673235571454314,0.0,0.0,1.2559483894145098,0.0,0.0,0.0,-1.3555339077865777e-18,0.0,0.0,0.0,1.0,3.058098510145809,57.65293449578202,57.65293449578202,57.65293449578202,57.65293449578202
77.0,4.5120000000000005,-1.2,-0.9,0.44776889142866616,0.0,0.0,1.2823917410663432,0.0,0.0,0.0,-1.3555339077864184e-18,0.0,0.0,0.0,1.0,3.0504031204537414,57.11035238038163,57.11035238038163,57.11035238038163,57.11035238038163
78.0,4.5440000000000005,-1.2,-0.9,0.4894475729520296,0.0,0.0,1.302458797605107,0.0,0.0,0.0,-1.3555339077861615e-18,0.0,0.0,0.0,1.0,3.0431338749329733,56.59323028245418,56.59323028245418,56.59323028245418,56.59323028245418
79.0,4.5760000000000005,-1.2,-0.9,0.5315757289167824,0.0,0.0,1.3165048738985232,0.0,0.0,0.0,-1.3555339077857757e-18,0.0,0.0,0.0,1.0,3.0363499959227105,56.10171834133955,56.10171834133955,56.10171834133955,56.10171834133955
80.0,4.6080000000000005,-1.2,-0.9,0.5739718543793637,0.0,0.0,1.3248789207056648,0.0,0.0,0.0,-1.3555339077855922e-18,0.0,0.0,0.0,1.0,3.030099005125238,55.63588685267804,55.63588685267804,55.63588685267804,55.63588685267804
81.0,4.64,-1.2,-0.9,0.6164653889671456,0.0,0.0,1.327922955868221,0.0,0.0,0.0,-1.3555339077848723e-18,0.0,0.0,0.0,1.0,3.024417100510464,55.19573133098744,55.19573133098744,55.19573133098744,55.19573133098744
82.0,4.672,-1.2,-0.9000000000000001,0.6588964800583978,0.0,-3.469446951953611e-15,1.32597159660163,0.0,0.0,0.0,-1.3555339077845847e-18,0.0,0.0,0.0,1.0,3.0193296625768693,54.78117721640809,54.78117721640809,54.78117721640765,54.78117721640765
83.0,4.704,-1.2,-0.9000000000000002,0.7011157338193097,0.0,-3.469446951953611e-15,1.319351680028494,0.0,0.0,0.0,-1.3555339077888243e-18,0.0,0.0,0.0,1.0,3.014851871082619,54.39208426166427,54.39208426166427,54.3920842616646,54.3920842616646
84.0,4.736,-1.2,-0.9000000000000004,0.7429839565474404,0.0,-3.469446951953611e-15,1.3083819602540843,0.0,0.0,0.0,-1.3555339077859273e-18,0.0,0.0,0.0,1.0,3.0109894132314725,54.028250633255176,54.028250633255176,54.028250633255176,54.028250633255176
85.0,4.768,-1.2,-0.9000000000000006,0.784371888431685,0.0,-6.938893903907222e-15,1.293372871382643,0.0,0.0,0.0,-1.355533907786098e-18,0.0,0.0,0.0,1.0,3.0077392643808936,53.689416758770165,53.689416758770165,53.68941675876971,53.68941675876971
86.0,4.8,-1.2,-0.9000000000000008,0.8251599315326413,0.0,-6.938893903907222e-15,1.274626346904883,0.0,0.0,0.0,-1.3555339077885321e-18,0.0,0.0,0.0,1.0,3.0050905226867415,53.37526895014901,53.37526895014901,53.375268950149334,53.375268950149334
87.0,4.832,-1.2,-0.900000000000001,0.8652378735121665,0.0,-6.938893903907222e-15,1.252435686860161,0.0,0.0,0.0,-1.3555339077874413e-18,0.0,0.0,0.0,1.0,3.0030252797363404,53.085442830577534,53.085442830577534,53.08544283057752,53.08544283057752
88.0,4.864,-1.2,-0.9000000000000012,0.9045046083950228,0.0,-6.938893903907222e-15,1.2270854650892569,0.0,0.0,0.0,-1.3555339077873563e-18,0.0,0.0,0.0,1.0,3.001519510151115,52.819526590603495,52.819526590603495,52.81952659060348,52.81952659060348
89.0,4.896,-1.2,-0.9000000000000015,0.9428678554269914,0.0,-6.938893903907222e-15,1.1988514697490171,0.0,0.0,0.0,-1.3555339077872217e-18,0.0,0.0,0.0,1.0,3.000543964341052,52.577064096985005,52.577064096985005,52.57706409698499,52.57706409698499
90.0,4.928,-1.2,-0.9000000000000016,0.9802438769009307,0.0,-3.469446951953611e-15,1.1680006710606043,0.0,0.0,0.0,-1.35553390778733e-18,0.0,0.0,0.0,1.0,3.0000650500280677,52.357557875687455,52.357557875687455,52.35755787568788,52.35755787568788
91.0,4.96,-1.2,-0.9000000000000017,1.0165571956532924,0.0,-3.469446951953611e-15,1.1347912110113008,0.0,0.0,0.0,-1.3555339077877594e-18,0.0,0.0,0.0,1.0,3.000045689773392,52.16047198841074,52.16047198841074,52.1604719884104,52.1604719884104
92.0,4.992,-1.2,-0.9000000000000018,1.0517403127869884,0.0,-3.469446951953611e-15,1.0994724104280003,0.0,0.0,0.0,-1.3555339077870126e-18,0.0,0.0,0.0,1.0,3.000446143487215,51.98523481999011,51.98523481999011,51.98523481999011,51.98523481999011
93.0,5.024,-1.2,-0.9000000000000018,1.0857334260507083,0.0,0.0,1.062284789491246,0.0,0.0,0.0,-1.3555339077874278e-18,0.0,0.0,0.0,1.0,3.0012247867066537,51.831241792036465,51.831241792036465,51.831241792036906,51.831241792036906
94.0,5.056,-1.2,-0.9000000000000018,1.118484149198337,0.0,0.0,1.0234600983633968,0.0,0.0,0.0,-1.3555339077893327e-18,0.0,0.0,0.0,1.0,3.002338837241936,51.69785801619982,51.69785801619982,51.697858016199476,51.697858016199476
95.0,5.088,-1.2,-0.9000000000000018,1.1499472325636497,0.0,0.0,0.9832213551660202,0.0,0.0,0.0,-1.3555339077876922e-18,0.0,0.0,0.0,1.0,3.003745024557428,51.5844208985334,51.5844208985334,51.5844208985334,51.5844208985334
96.0,5.12,-1.2,-0.9000000000000018,1.1800842850135818,0.0,0.0,0.9417828890603752,0.0,0.0,0.0,-1.3555339077877945e-18,0.0,0.0,0.0,1.0,3.005400197928532,51.490242704562306,51.490242704562306,51.490242704562306,51.490242704562306
97.0,5.152,-1.2,-0.9000000000000018,1.2088634973867949,0.0,0.0,0.8993503866629093,0.0,0.0,0.0,-1.355533907788037e-18,0.0,0.0,0.0,1.0,3.0072618709617975,51.414613092817504,51.414613092817504,51.414613092817504,51.414613092817504
98.0,5.184,-1.2,-0.9000000000000019,1.2362593674817095,0.0,-3.469446951953611e-15,0.8561209404660811,0.0,0.0,0.0,-1.3555339077873729e-18,0.0,0.0,0.0,1.0,3.009288701458015,51.35680162285272,51.35680162285272,51.35680162285228,51.35680162285228
99.0,5.216,-1.2,-0.900000000000002,1.262252426628398,0.0,-3.469446951953611e-15,0.8122830983340178,0.0,0.0,0.0,-1.3555339077838556e-18,0.0,0.0,0.0,1.0,3.011440906820602,51.316060242045765,51.316060242045765,51.31606024204609,51.31606024204609
100.0,5.248,-1.2,-0.9000000000000021,1.2868289678605127,0.0,-3.469446951953611e-15,0.7680169135035809,0.0,0.0,0.0,-1.3555339077865944e-18,0.0,0.0,0.0,1.0,3.0136806162571266,51.29162575387697,51.29162575387697,51.29162575387697,51.29162575387697
101.0,5.28,-1.2,-0.9000000000000022,1.309980775695556,0.0,-3.469446951953611e-15,0.7234939948451001,0.0,0.0,0.0,-1.3555339077867331e-18,0.0,0.0,0.0,1.0,3.015972161890893,51.282722268818944,51.282722268818944,51.282722268818944,51.282722268818944
102.0,5.312,-1.2,-0.9000000000000025,1.3317048575330952,0.0,-6.938893903907222e-15,0.6788775574231015,0.0,0.0,0.0,-1.355533907787029e-18,0.0,0.0,0.0,1.0,3.0182823115989432,51.288563637553764,51.288563637553764,51.28856363755331,51.28856363755331
103.0,5.344,-1.2,-0.9000000000000027,1.3520031766898135,0.0,-6.938893903907222e-15,0.6343224736474468,0.0,0.0,0.0,-1.3555339077788347e-18,0.0,0.0,0.0,1.0,3.0205804469339546,51.30835586486447,51.30835586486447,51.308355864864794,51.308355864864794
104.0,5.376,-1.2,-0.9000000000000029,1.3708823871064133,0.0,-6.938893903907222e-15,0.5899753255187429,0.0,0.0,0.0,-1.3555339077857917e-18,0.0,0.0,0.0,1.0,3.0228386898850164,51.34129950134216,51.34129950134216,51.34129950134214,51.34129950134214
