step,time,x,y,vx,vy,ax,ay,heading,linear_speed,angular_speed,goal_distance,obstacle_distance,signed_clearance
0.0,0.0,0.0,-0.020914020139426802,0.0,0.0,0.05395910421402922,0.006226050486234141,0.11487660541689915,0.0,0.0,0.45614357457289545,0.18174064021806677,0.17831510466593023
1.0,0.064,0.002844908456355023,-0.02044577534265431,0.034487742243609766,0.010324516208439702,-5.263796804103036,17.730627631126964,0.29087660541689914,0.036,4.0,0.45326376628113474,0.17883217481446026,0.17541204649220332
2.0,0.128,0.004944504833643688,-0.019510985715301223,0.030749505099354667,0.018720788876133425,-13.644429243074647,22.484318663206437,0.5468766054168992,0.036,4.0,0.45107159588516665,0.17668567220512646,0.17328837746485035
3.0,0.192,0.006738975719296162,-0.018075015368993114,0.025007050051320964,0.025896861735174168,-23.378502761708273,22.617368125227735,0.8028766054168991,0.036,4.0,0.44912826617983675,0.17485111177242055,0.17150598661477506
4.0,0.256,0.008111359534086586,-0.016231459223975585,0.017634663813448446,0.031385006486962075,-31.94911521454913,17.974627881764803,1.0588766054168992,0.036,4.0,0.447564419236196,0.17344806808682456,0.17017608286700636
5.0,0.32,0.00897220585585136,-0.014100478181067256,0.009112870167949977,0.03482751207453796,-37.0659988405381,9.706636050725297,1.3148766054168994,0.036,4.0,0.4464864095904056,0.1725679899461442,0.16938182949651934
6.0,0.384,0.009225240713264003,-0.01263298245895288,0.0004058646619237168,0.012710850662938424,-37.68722053065559,1.2064677382210551,1.5388766054168996,0.012717328756437832,-4.0,0.446087541440399,0.17230930213949538,0.16914044518810803
7.0,0.448,0.009217385375228572,-0.011862195200701387,-0.0004077634414496063,0.012706359386204453,-37.1504602415671,-1.1925794273376107,1.6028766054168997,0.01271290052960255,-4.0,0.4460199855319975,0.17231733297045537,0.16910158420002397
8.0,0.512,0.00922514588202471,-0.011464064682894268,0.001148914847534887,0.03598166192205571,-37.56818907183683,1.1955378449805858,1.5388766054168996,0.036,4.0,0.4459738456964586,0.17230939908932094,0.1690206762340663
9.0,0.5760000000000001,0.009217274143903359,-0.010489894462879519,-0.0,0.0,0.05270234217582905,0.004969745959405237,1.6348766054168997,0.0,4.0,0.4458891695080639,0.17231744668675456,0.16900157553015105
10.0,0.64,0.009193819968178413,-0.009516083381215588,-0.0,0.0,0.05269275392805952,0.0048529951853991905,1.6988766054168998,0.0,-4.0,0.44582215582605583,0.17234142484271728,0.16899877650581455
11.0,0.704,0.009185949897525766,-0.008542119519482761,-0.0,0.0,0.052681353904507684,0.0047362840517564545,1.6348766054168997,0.0,4.0,0.44574172553267394,0.17234947073542992,0.1689812307421541
12.0,0.768,0.009162500611900713,-0.007568511473454,-0.0,0.0,0.0526719323027696,0.004619680703079871,1.6988766054168998,0.0,-4.0,0.44567896011668756,0.17237344389204504,0.16897999114179815
13.0,0.8320000000000001,0.009154632155843256,-0.006594747426619336,-0.0,0.0,0.05266069947907531,0.004503115635783137,1.6348766054168997,0.0,4.0,0.4456027768169105,0.17238148813409146,0.1689640041390861
14.0,0.896,0.009131187602748404,-0.0056213358739743945,-0.0,0.0,0.052651445408641535,0.004386656744262611,1.6988766054168998,0.0,-4.0,0.4455442605115124,0.1724054564524488,0.16896432750216017
15.0,0.96,0.009123320708405446,-0.004647765097766242,-0.0,0.0,0.05264038065738656,0.004270234779427543,1.6348766054168997,0.0,4.0,0.44547232517724444,0.1724134990978911,0.16894990288519973
16.0,1.024,0.009099880730252065,-0.003674543495463396,-0.0,0.0,0.0526312949801991,0.004153917362787923,1.6988766054168998,0.0,-4.0,0.44541805869979223,0.17243746273910007,0.16895179255403212
17.0,1.088,0.00909201534473732,-0.002701159444917239,-0.0,0.0,0.05262039915066608,0.0040376355223665445,1.6348766054168997,0.0,4.0,0.4453503721758471,0.17244550384200605,0.1689389337507759
18.0,1.1520000000000001,0.00906857978392235,-0.0017281212493196795,-0.0,0.0,0.05261148270508632,0.0039214565847092075,1.6988766054168998,0.0,-4.0,0.44530035611613056,0.17246946296719062,0.16894239286969762
19.0,1.216,0.009060715854345511,-0.0007549173789737384,-0.0,0.0,0.05260075662300877,0.003805311876967851,1.6348766054168997,0.0,4.0,0.44523691911986174,0.1724775025816322,0.16893110311035003
20.0,1.28,0.009037284553256272,0.00021794395395461144,-0.0,0.0,0.05259201022357649,0.00368926840925516,1.6988766054168998,0.0,-4.0,0.4451911539397763,0.17250145735192624,0.16893613462488233
21.0,1.344,0.0090294220267246,0.001190974189863267,-0.0,0.0,0.05258145469089782,0.0035732578292586,1.6348766054168997,0.0,4.0,0.4451319670607397,0.17250949553197775,0.16892641694106547
22.0,1.408,0.009005994827743526,0.0021636652043614335,-0.0,0.0,0.0525728791280995,0.003457346809804325,1.6988766054168998,0.0,-4.0,0.44509045309399314,0.17253344610852006,0.16893302359717124
23.0,1.472,0.008998133651363437,0.003136528351700303,-0.0,0.0,0.05256249492274103,0.0033414673399058707,1.6348766054168997,0.0,4.0,0.4450355167936424,0.17254148290825685,0.1689248808211548
24.0,1.536,0.009052504528106338,0.004107817026484663,-0.0,0.0,0.05254465059664913,0.003225817818691578,1.5708766054168997,0.0,4.0,0.44492068215757413,0.1724858973537842,0.16885528470971095
25.0,1.6,0.009091323696572121,0.005079731268322901,-0.0,0.0,0.052528773367884904,0.003110151583268967,1.6348766054168997,0.0,-4.0,0.44482343298859334,0.1724462109420027,0.16880204056829126
26.0,1.6640000000000001,0.009145681741192051,0.006050790708331933,-0.0,0.0,0.052511101807548304,0.0029946382080675003,1.5708766054168997,0.0,4.0,0.4447128249762602,0.17239063850633027,0.16873402527271034
27.0,1.728,0.009184491876570541,0.007022478789061193,-0.0,0.0,0.05249539763112903,0.002879106590328081,1.6348766054168997,0.0,-4.0,0.4446198071365432,0.17235096132944064,0.1686823608238927
28.0,1.792,0.009238837452846706,0.007993315492895685,-0.0,0.0,0.05247789961031526,0.00276372642372839,1.5708766054168997,0.0,4.0,0.4445134280532958,0.17229540164066215,0.16861593268862052
29.0,1.856,0.009277638814959542,0.008964783917661874,-0.0,0.0,0.052462369249559465,0.002648326466448114,1.6348766054168997,0.0,-4.0,0.4444246435989699,0.17225573343303816,0.16856585399715965
30.0,1.92,0.009331972286833506,0.009935404386823003,-0.0,0.0,0.05244504551922603,0.0025330765557510355,1.5708766054168997,0.0,4.0,0.4443224956270937,0.17220018611908147,0.16850101918461016
31.0,1.984,0.00937076513561449,0.010906659663580075,-0.0,0.0,0.05242968971434908,0.0024178052869357246,1.6348766054168997,0.0,-4.0,0.4442379464903419,0.17216052661498218,0.16845253213075137
32.0,2.048,0.009425086867179557,0.01187707040227974,-0.0,0.0,0.05241254100237144,0.002302682664608419,1.5708766054168997,0.0,4.0,0.4441400316883893,0.1721049913036199,0.1683892966192728
33.0,2.112,0.009463871462667039,0.012848119041599377,-0.0,0.0,0.05239736047022189,0.0021875370979556564,1.6348766054168997,0.0,-4.0,0.44405971967682284,0.1720653402371976,0.16834240689679256
34.0,2.176,0.009518181818157584,0.013818326556569546,-0.0,0.0,0.05238038748112951,0.002072538782093264,1.5708766054168997,0.0,4.0,0.44396603997897455,0.17200981655605802,0.1682807764786827
35.0,2.24,0.009556958420486834,0.014789175071449865,-0.0,0.0,0.052365382914933985,0.001957515917461297,1.6348766054168997,0.0,-4.0,0.4438899667750368,0.1719701736613659,0.16823548959297982
36.0,2.3040000000000003,0.009611257764267573,0.01575918587175099,-0.0,0.0,0.05234858632965504,0.001842638912255607,1.5708766054168997,0.0,4.0,0.44380052399049463,0.1719146612379443,0.16817546987255255
37.0,2.368,0.009650026633663095,0.01672984077742436,-0.0,0.0,0.05233375839877172,0.0017277357361390158,1.6348766054168997,0.0,-4.0,0.4437286911508954,0.17187502624894427,0.1681317911387922
38.0,2.432,0.009704315330218316,0.0176996613742529,-0.0,0.0,0.05231713887438642,0.001612977032353905,1.5708766054168997,0.0,4.0,0.4436434869633061,0.17181952471061357,0.1680733875304959
39.0,2.496,0.009743076726986143,0.018670129187992896,-0.0,0.0,0.052302488224067384,0.0014981905183658081,1.6348766054168997,0.0,-4.0,0.4435758959184881,0.17177989736118413,0.16803132207180735
40.0,2.56,0.00979735514090888,0.019639766094488018,-0.0,0.0,0.05228604639357007,0.0013835470938192227,1.5708766054168997,0.0,4.0,0.4434949318853985,0.17172440633520603,0.1679745397983974
41.0,2.624,0.00983610932542883,0.020610053335415525,-0.0,0.0,0.05227157364473268,0.0012688742031797832,1.6348766054168997,0.0,-4.0,0.44343158393903503,0.17168478635915038,0.16793409254412728
42.0,2.688,0.009890377821410005,0.021579513066464998,-0.0,0.0,0.05225531011680305,0.0011543430232320165,1.5708766054168997,0.0,4.0,0.4433548614913791,0.17162930547268657,0.167878936634894
43.0,2.7520000000000002,0.009929125054127904,0.022549626255353606,-0.0,0.0,0.052241015865810425,0.00103978070526299,1.6348766054168997,0.0,-4.0,0.4432957578199041,0.1715896926037404,0.1678400461309999
44.0,2.816,0.009983383996945412,0.023518915327398963,-0.0,0.0,0.05222493122459384,0.0009253587233110112,1.5708766054168997,0.0,4.0,0.443223278261522,0.17153422148386357,0.1677857871881824
45.0,2.88,0.010022124538365294,0.024488860986479597,-0.0,0.0,0.052210816043044714,0.0008109039159360947,1.6348766054168997,0.0,-4.0,0.44316841991369255,0.171494615455703,0.16774704664676252
46.0,2.944,0.010076374292873063,0.02545798591732061,-0.0,0.0,0.05219491084794191,0.0006965880739136756,1.5708766054168997,0.0,4.0,0.4431001844208821,0.17143915372940824,0.16769279689225475
