step,time,x,y,vx,vy,ax,ay,heading,linear_speed,angular_speed,goal_distance,obstacle_distance,signed_clearance
0.0,0.0,0.0,-0.12,0.0,0.0,0.07416179382803796,0.004449707629682278,0.05992815512120789,0.0,0.0,4.50809272309255,0.9624065990481777,0.96
1.0,0.064,0.0043550717341915846,-0.1198887214320707,0.038204951043598334,-0.0002898705590950585,0.0705924220841895,-0.017696252133785978,-0.007587105574094793,0.03820605068814069,-4.0,4.503738807146605,0.9580406096978504,0.9556449282658084
2.0,0.128,0.008790721211237964,-0.12008135080773544,0.08147033540623161,-0.0032205816249102023,0.0603204203020292,-0.16220990713819808,-0.039510155472179155,0.08153396652442824,-3.8151784780051026,4.499322695910175,0.9535938406064192,0.951209278788762
3.0,0.192,0.013598192829191294,-0.12048957649220368,0.08029978490957765,-0.008938775025564626,0.07018085778905384,0.027272876218129266,-0.11086113424994705,0.08079577436649822,3.5397499995454815,4.494548451888846,0.9501646324644715,0.9464018071708087
4.0,0.256,0.018702587904186375,-0.1209798142834192,0.07988229688665927,-0.006368971046718587,0.062330201022934115,-0.0584598614728552,-0.07956114361918398,0.08013579192896463,-3.2254939375271663,4.489482882850286,0.947069916538018,0.9412974120958136
5.0,0.32,0.023804071443448233,-0.12150221724137525,0.0795451783243847,-0.009579352807055392,0.0722450299729934,0.041489816232040955,-0.11984941715160186,0.08011990635828403,3.1565816835127096,4.484422308926003,0.9439943066119023,0.9361959285565518
6.0,0.384,0.028905765706042988,-0.12201264294667234,0.07982151771687815,-0.006723942738674694,0.06210300041933381,-0.05800834611370284,-0.08403881734543096,0.08010422021703269,-3.1917124319170123,4.479360951057584,0.940914513805495,0.931094234293957
7.0,0.448,0.03400282701511037,-0.12255803216835372,0.07947242585501502,-0.009915414502155448,0.07212389746101047,0.03900429802839808,-0.1241240652746157,0.0800885879263108,3.082330101562404,4.474306497101926,0.937856373179464,0.9259971729848896
8.0,0.512,0.03909997726270072,-0.12309322687698274,0.07975320399629442,-0.00714994993797492,0.06196396719205702,-0.05611466882986334,-0.08941191096328409,0.0800730624604186,-3.1180210469651994,4.469251494761033,0.9347950317146684,0.9209000227372992
9.0,0.5760000000000001,0.04419234540263763,-0.12366324818078132,0.07939567660436926,-0.01027351145352744,0.07198234034193482,0.03641453398718725,-0.1286813490577012,0.08005759489924331,3.001128000922609,4.464203560342349,0.9317554514284042,0.9158076545973624
10.0,0.64,0.04928466229438811,-0.12422491163683598,0.07967988752410116,-0.007607599364692882,0.06183470878114511,-0.054149414125832074,-0.09518849242450782,0.08004223912377192,-3.0371506262134798,4.459155336994912,0.928713695514434,0.9107153377056119
11.0,0.704,0.054372029661548034,-0.12482133267135431,0.07931444364144463,-0.01065509766586091,0.07181756881143381,0.033718822786430985,-0.13354042640310562,0.08002694593960794,2.91211270982672,4.454114369383306,0.9256938569554813,0.9056279703384519
12.0,0.768,0.05946064003795008,-0.12548074498491893,0.07956864352776137,-0.010264796422240714,0.059846887531801424,-0.05862330962604084,-0.12829695446349074,0.08022801928527219,-3.0908087136323656,4.449076246619024,0.9206579449629747,0.9005393599620499
13.0,0.8320000000000001,0.06453530999045064,-0.12625729891344803,0.07903185358333277,-0.013639197857718152,0.07274400168308266,0.02852848107883388,-0.17089514825604604,0.08020013465711472,2.8590880590234296,4.4440595306008746,0.9154699038649917,0.8954646900095493
14.0,0.896,0.06960554829686191,-0.12705116361203747,0.07934904661773108,-0.011461708040256795,0.0591614146760316,-0.057749043777900855,-0.14345447409543288,0.08017257604906398,-3.012778835308054,4.439048585557578,0.9102863934187077,0.890394451703138
15.0,0.96,0.07466437084093056,-0.12790409495859334,0.0787676756103911,-0.014794550383560213,0.07241508616087139,0.023748183001965073,-0.1856620373924284,0.08014502755702005,2.699565289974501,4.434053012391649,0.905114553769688,0.8853356291590694
16.0,1.024,0.07971761895498172,-0.12877940094334392,0.07908097750501275,-0.012845693445515682,0.0587798085182243,-0.05453829755815337,-0.16103073049844527,0.0801174939900425,-2.851796507837883,4.4290647187151535,0.8999484130867683,0.8802823810450182
17.0,1.088,0.08475810410320148,-0.129715671804809,0.07846691198740281,-0.016042059873746656,0.07191402166222496,0.01855110922442782,-0.20166460147917856,0.0800899741655077,2.50814090782034,4.424093337208832,0.8947953205019289,0.8752418958967985
18.0,1.1520000000000001,0.08979160752339987,-0.13067968665069113,0.07876334768325213,-0.014364363728422124,0.05850490580256612,-0.05106809210808799,-0.18039119598346942,0.08006247487803052,-2.657382278963389,4.419131040325618,0.8896493656210683,0.8702083924766001
19.0,1.216,0.09481078098869893,-0.13170681114278585,0.07812268918779545,-0.01739096739101842,0.07120265178806423,0.012915076536026637,-0.2190393663456017,0.08003499430079544,2.275958575984534,4.4141874430904755,0.8845180608348236,0.8651892190113011
20.0,1.28,0.09982119842944466,-0.13276760049205774,0.07838465493226167,-0.016032857139240405,0.05837266979164907,-0.047324920714542085,-0.20175784132259011,0.08000754112517786,-2.419062665701822,4.409255152707646,0.8793957076879294,0.8601788015705553
21.0,1.344,0.10481548070225441,-0.13389379733675683,0.07772737120680305,-0.018848721021332546,0.07021953369682499,0.006757000073927988,-0.2379054556018985,0.0799801132711137,1.9877124844021994,4.4043436113501455,0.8742898501782213,0.8551845192977455
22.0,1.408,0.10979875978121055,-0.13506026181225636,0.07793094811779809,-0.01786630778711554,0.058424353797232154,-0.04331631529032848,-0.22536373014104474,0.07995272120749164,-2.123360465433353,4.399446133603987,0.8691952416802627,0.8502012402187894
23.0,1.472,0.11476385402231173,-0.13629444791146214,0.07727179020877575,-0.02042386120140113,0.06889837432378415,2.826608358874605e-05,-0.25840276300246207,0.0799253631111123,1.624975324475332,4.394571715980316,0.8641192242802547,0.8452361459776883
24.0,1.536,0.1197150985581857,-0.13757629083198014,0.07738616015708337,-0.01987663902957424,0.058690694989998626,-0.0391332777068808,-0.25141530462256956,0.07989805105864442,-1.7579041561142934,4.389714790376226,0.8590573659961268,0.8402849014418142
25.0,1.6,0.1246458600120342,-0.13892806733738666,0.07674391802658632,-0.02212946437772731,0.06719710601577422,-0.007188900008750609,-0.2807390293408577,0.07987078406849718,1.1774527681009868,4.384883496560103,0.8540164483982619,0.8353541399879658
26.0,1.6640000000000001,0.12955921149194682,-0.14033563313925432,0.07673398666837054,-0.022065626177982946,0.0591435040900643,-0.035082499922139854,-0.2800052525883534,0.0798435756253949,-1.328477313421412,4.380073910988862,0.848993329723507,0.8304407885080531
27.0,1.728,0.1344494784674362,-0.1418153187901797,0.07612576193662296,-0.023990211960394445,0.06516513155531267,-0.014509130987328533,-0.30528745715757205,0.07981642625635431,0.675828680022884,4.375292851493926,0.8439938112747364,0.8255505215325638
28.0,1.792,0.13931804303453635,-0.14335926580386707,0.07596188419115944,-0.024415827031713678,0.05960881861813777,-0.031832751842534535,-0.3109923995903719,0.07978935053949042,-0.8927010586361929,4.370538500990139,0.8390164800790684,0.8206819569654636
29.0,1.856,0.14416041734506954,-0.1449779732472283,0.0753895566406622,-0.02604702384926959,0.06301475129830791,-0.021153187631049786,-0.3326594939521645,0.0797623514064125,0.2205197942386486,4.365816129262033,0.8340659242458788,0.8158395826549304
30.0,1.92,0.1489762011743887,-0.14666898406541337,0.07506284334165557,-0.026894433905084114,0.059752008743672924,-0.030225575694750484,-0.3440429268222009,0.07973544397323479,-0.5572716871843164,4.361126068351299,0.8291425529410712,0.8110237988256113
31.0,1.984,0.15376186758023647,-0.14843844892494568,0.07450067118479661,-0.02833930891560722,0.06103536536024756,-0.02637036549202909,-0.3634877393660302,0.07970863464392926,-0.08439288621199381,4.356472358628753,0.8242499719008912,0.8062381324197635
32.0,2.048,0.15851561524023464,-0.15028723998986346,0.07402726568961741,-0.029481778659064595,0.0593014986864977,-0.03056193201887747,-0.379001744699017,0.07968193859579023,-0.38211176876263153,4.351856970261501,0.8193900226903306,0.8014843847597654
33.0,2.112,0.16323433472144272,-0.15221917029974533,0.07343082660695223,-0.030868933703276456,0.059321836254208504,-0.03017170894324106,-0.3979519254894891,0.07965536619812603,-0.23529564140814346,4.3472833887884095,0.8145658842089111,0.7967656652785573
34.0,2.176,0.16791537596263098,-0.15423639257267405,0.07283398742722426,-0.03218660010691473,0.05827413179732266,-0.03229835433904693,-0.4161120676070297,0.0796289328761318,-0.3278822297176564,4.342754537432047,0.809780265721807,0.792084624037369
35.0,2.24,0.1725556152839324,-0.15634168267362752,0.07216433501724091,-0.03359897357515438,0.057721558935569184,-0.0331851459685506,-0.4357424527571372,0.07960265242932867,-0.29872702386669325,4.338273865185776,0.8050363606937515,0.7874443847160676
36.0,2.3040000000000003,0.17715194782640123,-0.15853728129491423,0.07145693941147412,-0.035019019239034076,0.05684778746890118,-0.03468951003568943,-0.45567341831520375,0.07957654113191225,-0.3273195469748021,4.333844775269406,0.8003373433480865,0.7828480521735988
37.0,2.368,0.18170109075377774,-0.16082533662322332,0.07069188985455409,-0.03648228459919235,0.0560565680702082,-0.03592920046194137,-0.47642438956671224,0.07955061521311368,-0.328871090320939,4.32947085213471,0.7956865698615863,0.7782989092462222
38.0,2.432,0.18619971217000733,-0.1632076490323651,0.06987697483496742,-0.03796599588797732,0.05515966343738499,-0.03728926803276056,-0.49770498876888386,0.07952489205181344,-0.3412657052354793,4.325155714502601,0.7910874465668456,0.7738002878299927
39.0,2.496,0.1906444273971764,-0.16568570588196052,0.06900791013967157,-0.03947228448487382,0.05424496752314578,-0.03859426175417302,-0.5195741556991886,0.07949938933287347,-0.3479186288009294,4.320903020899822,0.7865434337574959,0.7693555726028236
40.0,2.56,0.19503185828699937,-0.16826060782244034,0.06808682254357777,-0.04099172073696682,0.053278126911131984,-0.039906858257255484,-0.5419260206699524,0.07947412517957103,-0.35556995456877366,4.316716404358225,0.7820579850516649,0.7649681417130005
41.0,2.624,0.1993586735039065,-0.17093304507280047,0.06711410837550967,-0.04251892251569077,0.052279005655349264,-0.0411915200965407,-0.5647110371560666,0.0794491177731696,-0.36126908346656783,4.312599429414443,0.7776345062089411,0.7606413264960934
42.0,2.688,0.20362164046183284,-0.173703266700071,0.06609200376517917,-0.04404633921781462,0.05124536518196665,-0.04245290911107191,-0.5878454988145516,0.07942438517349222,-0.36606073224986674,4.308555536740842,0.7732763020332848,0.7563783595381671
43.0,2.7520000000000002,0.2078176739192374,-0.1765710669560436,0.06502306383723194,-0.04556701043385828,0.05018510512852781,-0.0436803018888785,-0.6112507864927132,0.07939994502932662,-0.3694041170730877,4.3045879921419745,0.7689865266923682,0.7521823260807625
44.0,2.816,0.21194388419556986,-0.17953578130145964,0.06391075238967624,-0.04707372547165376,0.04910239982189135,-0.04487018313719604,-0.6348400366851199,0.07937581433154013,-0.3714501617019925,4.300699836473797,0.7647681344239242,0.7480561158044301
45.0,2.88,0.21599762059041047,-0.18259629584259326,0.0627590905816689,-0.048559632484595605,0.048003341406141375,-0.046017315715408014,-0.6585265191581321,0.0793520091596748,-0.3721094079202953,4.29689384122941,0.7606238351465968,0.7440023794095895
46.0,2.944,0.21997650898865187,-0.18575106827311752,0.06157266450354195,-0.05001824619063016,0.04689323224326869,-0.04711853966788837,-0.6822231835214673,0.07932854445943291,-0.37144249191618894,4.293172470732512,0.7565560560146372,0.7400234910113481
47.0,3.008,0.22387848164608878,-0.1889981596769055,0.06035644431378694,-0.051443672767836464,0.0457775504197977,-0.04817120161756483,-0.7058458147692748,0.07930543384943747,-0.3694878073106284,4.289537852961982,0.7525669109668861,0.7361215183539112
48.0,3.072,0.2277017983888976,-0.19233527498376804,0.059115668257869056,-0.05283069766619869,0.04466128566534078,-0.049173815856170755,-0.7293143451631627,0.07928268946921338,-0.3663339912588092,4.285991759673328,0.7486581790536856,0.7322982016111024
49.0,3.136,0.23144505872460377,-0.19575980991008524,0.057855689906934425,-0.054174881341654595,0.0435490958214273,-0.050125655883017206,-0.752554583898193,0.07926032187033881,-0.36207761390282317,4.282535596213493,0.7448312920553448,0.7285549412753962
50.0,3.2,0.2351072051385147,-0.19926890181154705,0.05658185048066589,-0.055472594266533164,0.04244510239745103,-0.05102680930367587,-0.7754992255661664,0.07923833995280213,-0.3568362195992088,4.279170400607349,0.7410873311120644,0.7248927948614853
51.0,3.2640000000000002,0.23868751824005724,-0.20285948206720475,0.05529935605686108,-0.05672102652344992,0.04135293320672395,-0.051877966733715475,-0.7980886587666252,0.07921675094433883,-0.35073199732959764,4.275896851104785,0.7374270316860305,0.7213124817599428
52.0,3.3280000000000003,0.24218560486349944,-0.20652832778650407,0.05401317914900429,-0.05791816009077869,0.040275668973263734,-0.052680346504688336,-0.8202713083419325,0.0791955604190254,-0.34389276097459087,4.272715280936215,0.7338507957265311,0.7178143951365006
53.0,3.392,0.2456013804093039,-0.21027211105676963,0.05272797832310506,-0.05906271987084553,0.03921589176214302,-0.05343554116884297,-0.8420037155781261,0.07917477234942838,-0.33644317956167363,4.269625698861731,0.7303587097231079,0.7143986714136017
54.0,3.456,0.2489350468343993,-0.21408744435460314,0.051448041935656975,-0.06015410466786878,0.03817569430690959,-0.05414543114715742,-0.8632503092799133,0.0791543891859828,-0.3285041521758523,4.266627813996614,0.7269505672069944,0.7110767010820632
55.0,3.52,0.25218706764620746,-0.21797092121622932,0.050177250777921706,-0.061192308831519326,0.03715674187118756,-0.05481207293774837,-0.8839830006053856,0.07913441195688815,-0.32018764930992605,4.263721063476461,0.723625894315737,0.7078578125529942
56.0,3.584,0.25535814116365335,-0.22191915165131587,0.048919060508689216,-0.06217783759221085,0.03616030333649345,-0.0554376360353821,-0.9041806078925716,0.07911484038216943,-0.3115970594418555,4.260904641640166,0.7203839771295505,0.7047426589900946
57.0,3.648,0.25844917311858634,-0.22592879215071976,0.04767649822134286,-0.06311162336731539,0.035187317117375994,-0.05602432656579981,-0.923828212846119,0.07909567299611009,-0.3028240340755792,4.2581775296230076,0.7172238896819976,0.701731636109828
58.0,3.712,0.26146124949762956,-0.2299965703928501,0.04645217266131241,-0.0639949444794389,0.034238420813909265,-0.056574353777910424,-0.9429164510516621,0.07907690727312777,-0.29395040295681085,4.255538524443238,0.7141445217248675,0.6988249056672845
59.0,3.7760000000000002,0.2643956103007109,-0.2341193049701047,0.04524829223714174,-0.0648293510495749,0.033314017180105626,-0.05708987781668928,-0.9614408192982079,0.07905853975306398,-0.2850455526190655,4.25298626690595,0.7111446055558968,0.696022419065048
